"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover Success Rate (%)-N  ","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","2","0","2","100.000","107","107"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","0","0","0","100.000","157","157"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","1","0","1","99.000","100","99"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","2","0","2","100.000","5","5"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","0","0","0","100.000","75","75"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","1","0","1","100.000","168","168"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","0","0","0","100.000","24","24"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","1","0","1","87.719","57","50"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","2","0","2","98.246","57","56"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","0","0","0","100.000","3","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","1","0","1","100.000","5","5"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","2","0","2","100.000","6","6"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","0","0","0","100.000","104","104"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","1","0","1","100.000","147","147"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","2","0","2","100.000","113","113"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","0","0","0","100.000","640","640"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","1","0","1","100.000","54","54"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","2","0","2","100.000","662","662"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","0","0","0","100.000","15","15"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","1","0","1","100.000","24","24"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","2","0","2","100.000","15","15"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","0","0","0","96.000","50","48"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","1","0","1","100.000","35","35"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","2","0","2","96.154","52","50"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","0","0","0","99.559","454","452"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","1","0","1","98.592","284","280"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","2","0","2","100.000","428","428"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","0","0","0","100.000","2","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","1","0","1","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","0","0","0","100.000","80","80"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","1","0","1","100.000","17","17"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","2","0","2","97.059","34","33"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","0","0","0","98.512","336","331"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","1","0","1","97.633","169","165"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","2","0","2","97.872","188","184"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","0","0","0","100.000","56","56"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","1","0","1","98.113","53","52"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","2","0","2","97.778","45","44"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","0","0","0","100.000","16","16"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","1","0","1","99.194","124","123"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","2","0","2","100.000","157","157"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","0","0","0","100.000","30","30"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","1","0","1","100.000","96","96"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","2","0","2","98.947","190","188"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","0","0","0","100.000","52","52"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","1","0","1","100.000","22","22"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","2","0","2","98.630","73","72"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","0","0","0","95.238","21","20"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","1","0","1","100.000","55","55"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","2","0","2","94.000","50","47"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","0","0","0","100.000","1","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","1","0","1","100.000","2","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","0","0","0","100.000","1","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","1","0","1","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","2","0","2","100.000","7","7"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","0","0","0","100.000","38","38"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","1","0","1","100.000","0","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","2","0","2","100.000","47","47"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","0","0","0","100.000","22","22"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","1","0","1","100.000","9","9"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","2","0","2","100.000","19","19"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","0","0","0","100.000","30","30"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","1","0","1","100.000","40","40"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","2","0","2","100.000","78","78"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","0","0","0","100.000","1","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","1","0","1","100.000","17","17"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","2","0","2","100.000","19","19"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","0","0","0","100.000","182","182"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","1","0","1","100.000","110","110"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","2","0","2","100.000","135","135"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","0","0","0","100.000","164","164"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","1","0","1","100.000","11","11"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","2","0","2","100.000","5","5"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","0","0","0","100.000","17","17"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","1","0","1","100.000","82","82"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","2","0","2","100.000","82","82"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","0","0","0","100.000","20","20"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","1","0","1","100.000","297","297"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","2","0","2","100.000","387","387"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","0","0","0","100.000","2","2"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","1","0","1","100.000","7","7"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","2","0","2","100.000","12","12"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","0","0","0","100.000","8","8"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","1","0","1","100.000","4","4"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","2","0","2","100.000","31","31"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","0","0","0","100.000","317","317"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","1","0","1","100.000","5","5"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","2","0","2","100.000","27","27"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","0","0","0","100.000","79","79"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","1","0","1","100.000","97","97"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","2","0","2","100.000","161","161"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","0","0","0","100.000","68","68"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","1","0","1","100.000","14","14"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","2","0","2","100.000","81","81"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","0","0","0","100.000","25","25"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","1","0","1","100.000","55","55"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","2","0","2","100.000","2","2"
"2016-09-26","[100002]CNO2","[4]PICO","[2]PICO-DHAKA","[0]PICO2-Uttara","-","0","-","100.000","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","0","0","0","99.796","489","488"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","1","0","1","98.537","205","202"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","2","0","2","98.949","666","659"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","0","0","0","100.000","113","113"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","1","0","1","100.000","81","81"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","2","0","2","100.000","126","126"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","0","0","0","100.000","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","1","0","1","100.000","108","108"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","2","0","2","99.310","145","144"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","0","0","0","100.000","53","53"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","1","0","1","98.974","195","193"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","2","0","2","97.175","177","172"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","0","0","0","100.000","456","456"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","1","0","1","99.346","153","152"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","2","0","2","100.000","493","493"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","0","0","0","100.000","22","22"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","1","0","1","100.000","95","95"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","2","0","2","100.000","55","55"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","0","0","0","99.242","132","131"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","1","0","1","80.272","147","118"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","2","0","2","100.000","136","136"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","0","0","0","98.718","78","77"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","1","0","1","100.000","42","42"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","2","0","2","100.000","70","70"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","0","0","0","96.644","596","576"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","1","0","1","100.000","327","327"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","2","0","2","97.619","378","369"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","0","0","0","90.000","10","9"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","1","0","1","96.154","26","25"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","0","0","0","100.000","95","95"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","1","0","1","100.000","24","24"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","2","0","2","76.543","81","62"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","0","0","0","99.331","299","297"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","1","0","1","100.000","33","33"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","2","0","2","99.450","727","723"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","0","0","0","100.000","44","44"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","1","0","1","100.000","204","204"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","2","0","2","100.000","53","53"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","0","0","0","100.000","572","572"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","1","0","1","100.000","186","186"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","2","0","2","100.000","46","46"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","0","0","0","100.000","6","6"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","1","0","1","100.000","28","28"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","2","0","2","89.189","37","33"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","0","0","0","100.000","57","57"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","1","0","1","100.000","36","36"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","2","0","2","100.000","51","51"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","0","0","0","100.000","106","106"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","1","0","1","100.000","28","28"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","2","0","2","100.000","96","96"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","0","0","0","92.562","121","112"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","1","0","1","100.000","0","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","2","0","2","98.532","477","470"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","0","0","0","100.000","1","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","1","0","1","100.000","1432","1432"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","2","0","2","100.000","1409","1409"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","0","0","0","99.710","345","344"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","1","0","1","100.000","208","208"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","2","0","2","100.000","301","301"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","0","0","0","98.532","613","604"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","1","0","1","94.170","223","210"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","2","0","2","97.590","415","405"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","0","0","0","100.000","120","120"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","1","0","1","99.482","193","192"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","2","0","2","94.531","128","121"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","0","0","0","84.232","241","203"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","1","0","1","96.250","80","77"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","2","0","2","93.750","32","30"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","0","0","0","100.000","6","6"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","1","0","1","100.000","0","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","2","0","2","97.849","93","91"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","0","0","0","100.000","0","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","1","0","1","97.561","82","80"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","0","0","0","100.000","7","7"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","1","0","1","100.000","27","27"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2054]Test BTS_Banani(BBUB)","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","0","0","0","100.000","180","180"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","1","0","1","99.248","133","132"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","2","0","2","88.889","18","16"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","0","0","0","95.833","24","23"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","1","0","1","100.000","22","22"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","2","0","2","100.000","26","26"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","0","0","0","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","1","0","1","100.000","6","6"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","2","0","2","100.000","2","2"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","0","0","0","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","1","0","1","100.000","24","24"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","2","0","2","100.000","12","12"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","0","0","0","94.737","57","54"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","1","0","1","96.154","78","75"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","2","0","2","92.308","13","12"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","0","0","0","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","1","0","1","100.000","58","58"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","2","0","2","93.750","32","30"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","0","0","0","90.000","30","27"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","1","0","1","81.250","16","13"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","2","0","2","100.000","45","45"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","0","0","0","100.000","1","1"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","1","0","1","90.625","32","29"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","2","0","2","100.000","1","1"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","0","0","0","100.000","17","17"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","1","0","1","100.000","8","8"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","0","0","0","100.000","14","14"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","1","0","1","100.000","22","22"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","2","0","2","100.000","8","8"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","0","0","0","77.778","27","21"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","1","0","1","100.000","14","14"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","2","0","2","100.000","2","2"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","0","0","0","100.000","48","48"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","1","0","1","99.565","230","229"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","2","0","2","100.000","239","239"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","0","0","0","100.000","31","31"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","1","0","1","100.000","54","54"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","0","0","0","99.153","118","117"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","1","0","1","94.231","104","98"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","0","0","0","100.000","13","13"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","1","0","1","100.000","12","12"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","2","0","2","100.000","12","12"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","0","0","0","100.000","179","179"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","1","0","1","100.000","62","62"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","2","0","2","100.000","129","129"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","0","0","0","100.000","44","44"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","1","0","1","97.619","42","41"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","2","0","2","100.000","3","3"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","0","0","0","97.143","70","68"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","1","0","1","99.187","246","244"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","2","0","2","100.000","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","0","0","0","100.000","35","35"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","1","0","1","100.000","65","65"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","2","0","2","100.000","52","52"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","0","0","0","100.000","1","1"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","1","0","1","60.000","5","3"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","2","0","2","100.000","2","2"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","0","0","0","100.000","71","71"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","1","0","1","100.000","127","127"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","2","0","2","100.000","99","99"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","0","0","0","100.000","97","97"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","1","0","1","100.000","55","55"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","2","0","2","100.000","120","120"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","0","0","0","100.000","12","12"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","1","0","1","97.619","42","41"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","2","0","2","100.000","24","24"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","0","0","0","100.000","138","138"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","1","0","1","99.405","168","167"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","2","0","2","95.238","105","100"
