"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover  Success Rate (%)-20274","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4487]CT24009","2","0","2","99.55","224","223"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4489]CT24008","0","0","0","96.55","58","56"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4489]CT24008","1","0","1","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4489]CT24008","2","0","2","95.56","248","237"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4491]CT24007","0","0","0","98.70","384","379"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4491]CT24007","1","0","1","97.98","544","533"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4491]CT24007","2","0","2","99.66","292","291"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4492]CT24003","0","0","0","94.74","19","18"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4492]CT24003","1","0","1","100.00","84","84"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4492]CT24003","2","0","2","99.05","211","209"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4493]CT24012","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4493]CT24012","1","0","1","99.61","256","255"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4493]CT24012","2","0","2","90.60","234","212"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4494]CT24013","0","0","0","48.07","181","87"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4494]CT24013","1","0","1","99.19","248","246"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4494]CT24013","2","0","2","21.65","194","42"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4495]CT24005","0","0","0","100.00","114","114"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4495]CT24005","1","0","1","100.00","63","63"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4495]CT24005","2","0","2","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4496]CT24002","0","0","0","92.63","95","88"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4496]CT24002","1","0","1","98.37","123","121"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4496]CT24002","2","0","2","46.94","147","69"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4497]CT24018","0","0","0","99.94","1712","1711"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4497]CT24018","1","0","1","100.00","97","97"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4497]CT24018","2","0","2","98.97","97","96"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4499]CT24060","0","0","0","99.63","268","267"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4499]CT24060","1","0","1","100.00","306","306"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4499]CT24060","2","0","2","96.15","26","25"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4500]CT24151","0","0","0","98.51","67","66"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4500]CT24151","1","0","1","11.11","27","3"
"2016-09-27","[100001]CNO2","[2]CTG","-","[4500]CT24151","2","0","2","98.39","62","61"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6021]CT24011","0","0","0","100.00","890","890"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6021]CT24011","1","0","1","100.00","495","495"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6021]CT24011","2","0","2","100.00","960","960"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6022]CT24001","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6022]CT24001","1","0","1","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6022]CT24001","2","0","2","100.00","0","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6023]CT24019","0","0","0","100.00","53","53"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6023]CT24019","1","0","1","100.00","647","647"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6023]CT24019","2","0","2","100.00","112","112"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6024]CT24017","0","0","0","100.00","145","145"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6024]CT24017","1","0","1","100.00","2419","2419"
"2016-09-27","[100001]CNO2","[2]CTG","-","[6024]CT24017","2","0","2","100.00","709","709"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7100]CT24026","0","0","0","100.00","222","222"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7100]CT24026","1","0","1","100.00","73","73"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7100]CT24026","2","0","2","100.00","166","166"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7101]CT24081","0","0","0","100.00","80","80"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7101]CT24081","1","0","1","100.00","64","64"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7101]CT24081","2","0","2","100.00","140","140"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7107]CT24173","0","0","0","100.00","6","6"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7107]CT24173","1","0","1","0.00","3","0"
"2016-09-27","[100001]CNO2","[2]CTG","-","[7107]CT24173","2","0","2","100.00","51","51"
"2016-09-27","[100001]CNO2","[3]SL","-","[2143]SL78002","0","0","0","98.97","97","96"
"2016-09-27","[100001]CNO2","[3]SL","-","[2143]SL78002","1","0","1","98.02","253","248"
"2016-09-27","[100001]CNO2","[3]SL","-","[2143]SL78002","2","0","2","97.57","452","441"
"2016-09-27","[100001]CNO2","[3]SL","-","[2144]SL78003","0","0","0","98.23","565","555"
"2016-09-27","[100001]CNO2","[3]SL","-","[2144]SL78003","1","0","1","94.96","278","264"
"2016-09-27","[100001]CNO2","[3]SL","-","[2144]SL78003","2","0","2","98.06","103","101"
"2016-09-27","[100001]CNO2","[3]SL","-","[2145]SL78004","0","0","0","96.32","435","419"
"2016-09-27","[100001]CNO2","[3]SL","-","[2145]SL78004","1","0","1","97.05","305","296"
"2016-09-27","[100001]CNO2","[3]SL","-","[2145]SL78004","2","0","2","96.03","151","145"
"2016-09-27","[100001]CNO2","[3]SL","-","[2146]SL78005","0","0","0","96.26","348","335"
"2016-09-27","[100001]CNO2","[3]SL","-","[2146]SL78005","1","0","1","99.28","975","968"
"2016-09-27","[100001]CNO2","[3]SL","-","[2146]SL78005","2","0","2","97.44","391","381"
"2016-09-27","[100001]CNO2","[3]SL","-","[2147]SL78008","0","0","0","97.56","657","641"
"2016-09-27","[100001]CNO2","[3]SL","-","[2147]SL78008","1","0","1","96.83","221","214"
"2016-09-27","[100001]CNO2","[3]SL","-","[2147]SL78008","2","0","2","96.75","338","327"
"2016-09-27","[100001]CNO2","[3]SL","-","[2148]SL78055","1","0","1","62.83","113","71"
"2016-09-27","[100001]CNO2","[3]SL","-","[2148]SL78055","2","0","2","100.00","2","2"
"2016-09-27","[100001]CNO2","[3]SL","-","[2149]SL78057","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[3]SL","-","[2149]SL78057","1","0","1","86.25","80","69"
"2016-09-27","[100001]CNO2","[3]SL","-","[2149]SL78057","2","0","2","100.00","0","0"
"2016-09-27","[100001]CNO2","[3]SL","-","[2189]SL78001","0","0","0","93.81","792","743"
"2016-09-27","[100001]CNO2","[3]SL","-","[2189]SL78001","1","0","1","98.18","439","431"
"2016-09-27","[100001]CNO2","[3]SL","-","[2189]SL78001","2","0","2","95.90","805","772"
"2016-09-27","[100001]CNO2","[3]SL","-","[2190]SL78009","0","0","0","99.17","240","238"
"2016-09-27","[100001]CNO2","[3]SL","-","[2190]SL78009","1","0","1","98.91","183","181"
"2016-09-27","[100001]CNO2","[3]SL","-","[2190]SL78009","2","0","2","90.70","484","439"
"2016-09-27","[100001]CNO2","[3]SL","-","[2191]SL78011","0","0","0","99.47","754","750"
"2016-09-27","[100001]CNO2","[3]SL","-","[2191]SL78011","1","0","1","96.19","105","101"
"2016-09-27","[100001]CNO2","[3]SL","-","[2191]SL78011","2","0","2","99.07","108","107"
"2016-09-27","[100001]CNO2","[3]SL","-","[2192]SL78018","0","0","0","99.63","270","269"
"2016-09-27","[100001]CNO2","[3]SL","-","[2192]SL78018","1","0","1","99.37","799","794"
"2016-09-27","[100001]CNO2","[3]SL","-","[2192]SL78018","2","0","2","77.24","123","95"
"2016-09-27","[100001]CNO2","[3]SL","-","[2227]SL78049","0","0","0","99.20","880","873"
"2016-09-27","[100001]CNO2","[3]SL","-","[2227]SL78049","1","0","1","100.00","150","150"
"2016-09-27","[100001]CNO2","[3]SL","-","[2227]SL78049","2","0","2","99.07","107","106"
"2016-09-27","[100001]CNO2","[3]SL","-","[2228]SL78026","0","0","0","96.28","403","388"
"2016-09-27","[100001]CNO2","[3]SL","-","[2228]SL78026","1","0","1","99.05","211","209"
"2016-09-27","[100001]CNO2","[3]SL","-","[2228]SL78026","2","0","2","97.53","283","276"
"2016-09-27","[100001]CNO2","[3]SL","-","[2229]SL78019","0","0","0","97.04","372","361"
"2016-09-27","[100001]CNO2","[3]SL","-","[2229]SL78019","1","0","1","94.12","834","785"
"2016-09-27","[100001]CNO2","[3]SL","-","[2229]SL78019","2","0","2","93.13","160","149"
"2016-09-27","[100001]CNO2","[3]SL","-","[2231]SL78006","0","0","0","98.21","616","605"
"2016-09-27","[100001]CNO2","[3]SL","-","[2231]SL78006","1","0","1","99.14","116","115"
"2016-09-27","[100001]CNO2","[3]SL","-","[2231]SL78006","2","0","2","99.07","429","425"
"2016-09-27","[100001]CNO2","[3]SL","-","[2309]SL78021","0","0","0","87.50","72","63"
"2016-09-27","[100001]CNO2","[3]SL","-","[2309]SL78021","1","0","1","97.15","632","614"
"2016-09-27","[100001]CNO2","[3]SL","-","[2309]SL78021","2","0","2","85.00","220","187"
"2016-09-27","[100001]CNO2","[3]SL","-","[2310]SL78012","0","0","0","97.35","151","147"
"2016-09-27","[100001]CNO2","[3]SL","-","[2310]SL78012","1","0","1","97.29","443","431"
"2016-09-27","[100001]CNO2","[3]SL","-","[2310]SL78012","2","0","2","91.61","155","142"
"2016-09-27","[100001]CNO2","[3]SL","-","[2311]SL78040","0","0","0","99.55","441","439"
"2016-09-27","[100001]CNO2","[3]SL","-","[2311]SL78040","1","0","1","98.95","287","284"
"2016-09-27","[100001]CNO2","[3]SL","-","[2311]SL78040","2","0","2","98.77","734","725"
"2016-09-27","[100001]CNO2","[3]SL","-","[2987]SL78034","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[3]SL","-","[2987]SL78034","1","0","1","100.00","236","236"
"2016-09-27","[100001]CNO2","[3]SL","-","[2987]SL78034","2","0","2","70.55","849","599"
"2016-09-27","[100001]CNO2","[3]SL","-","[2988]SL78038","0","0","0","98.22","169","166"
"2016-09-27","[100001]CNO2","[3]SL","-","[2988]SL78038","2","0","2","96.03","151","145"
"2016-09-27","[100001]CNO2","[3]SL","-","[2989]SL78036","0","0","0","92.09","215","198"
"2016-09-27","[100001]CNO2","[3]SL","-","[2989]SL78036","1","0","1","97.73","220","215"
"2016-09-27","[100001]CNO2","[3]SL","-","[2989]SL78036","2","0","2","88.57","70","62"
"2016-09-27","[100001]CNO2","[3]SL","-","[2990]SL78010","0","0","0","99.44","180","179"
"2016-09-27","[100001]CNO2","[3]SL","-","[2990]SL78010","1","0","1","100.00","0","0"
"2016-09-27","[100001]CNO2","[3]SL","-","[2990]SL78010","2","0","2","100.00","29","29"
"2016-09-27","[100001]CNO2","[3]SL","-","[2991]SL78024","0","0","0","77.78","9","7"
"2016-09-27","[100001]CNO2","[3]SL","-","[2991]SL78024","1","0","1","99.10","221","219"
"2016-09-27","[100001]CNO2","[3]SL","-","[2991]SL78024","2","0","2","97.63","338","330"
"2016-09-27","[100001]CNO2","[3]SL","-","[2992]SL78014","0","0","0","84.81","757","642"
"2016-09-27","[100001]CNO2","[3]SL","-","[2992]SL78014","1","0","1","98.39","186","183"
"2016-09-27","[100001]CNO2","[3]SL","-","[2992]SL78014","2","0","2","99.05","632","626"
"2016-09-27","[100001]CNO2","[3]SL","-","[2993]SL78027","0","0","0","95.69","348","333"
"2016-09-27","[100001]CNO2","[3]SL","-","[2993]SL78027","1","0","1","96.12","774","744"
"2016-09-27","[100001]CNO2","[3]SL","-","[2993]SL78027","2","0","2","98.86","525","519"
"2016-09-27","[100001]CNO2","[3]SL","-","[2994]SL78035","0","0","0","94.89","137","130"
"2016-09-27","[100001]CNO2","[3]SL","-","[2994]SL78035","1","0","1","97.03","101","98"
"2016-09-27","[100001]CNO2","[3]SL","-","[2994]SL78035","2","0","2","98.88","625","618"
"2016-09-27","[100001]CNO2","[3]SL","-","[2995]SL78023","0","0","0","98.74","397","392"
"2016-09-27","[100001]CNO2","[3]SL","-","[2995]SL78023","1","0","1","98.89","452","447"
"2016-09-27","[100001]CNO2","[3]SL","-","[2995]SL78023","2","0","2","98.45","580","571"
"2016-09-27","[100001]CNO2","[3]SL","-","[2996]SL78020","0","0","0","97.29","369","359"
"2016-09-27","[100001]CNO2","[3]SL","-","[2996]SL78020","1","0","1","98.76","241","238"
"2016-09-27","[100001]CNO2","[3]SL","-","[2996]SL78020","2","0","2","99.62","264","263"
"2016-09-27","[100001]CNO2","[3]SL","-","[2997]SL78017","0","0","0","96.28","403","388"
"2016-09-27","[100001]CNO2","[3]SL","-","[2997]SL78017","1","0","1","96.77","186","180"
"2016-09-27","[100001]CNO2","[3]SL","-","[2997]SL78017","2","0","2","98.01","806","790"
"2016-09-27","[100001]CNO2","[3]SL","-","[2998]SL78015","0","0","0","99.26","405","402"
"2016-09-27","[100001]CNO2","[3]SL","-","[2998]SL78015","1","0","1","99.12","341","338"
"2016-09-27","[100001]CNO2","[3]SL","-","[2998]SL78015","2","0","2","100.00","82","82"
"2016-09-27","[100001]CNO2","[3]SL","-","[2999]SL78007","0","0","0","97.58","331","323"
"2016-09-27","[100001]CNO2","[3]SL","-","[2999]SL78007","1","0","1","99.54","219","218"
"2016-09-27","[100001]CNO2","[3]SL","-","[2999]SL78007","2","0","2","98.15","54","53"
"2016-09-27","[100001]CNO2","[3]SL","-","[3000]SL78032","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[3]SL","-","[3000]SL78032","1","0","1","97.60","334","326"
"2016-09-27","[100001]CNO2","[3]SL","-","[3000]SL78032","2","0","2","100.00","14","14"
"2016-09-27","[100001]CNO2","[3]SL","-","[3730]SL78025","0","0","0","98.18","275","270"
"2016-09-27","[100001]CNO2","[3]SL","-","[3730]SL78025","1","0","1","90.61","479","434"
"2016-09-27","[100001]CNO2","[3]SL","-","[3730]SL78025","2","0","2","82.70","318","263"
"2016-09-27","[100001]CNO2","[3]SL","-","[3771]SL78050","0","0","0","95.41","196","187"
"2016-09-27","[100001]CNO2","[3]SL","-","[3771]SL78050","1","0","1","88.03","685","603"
"2016-09-27","[100001]CNO2","[3]SL","-","[3771]SL78050","2","0","2","96.29","377","363"
"2016-09-27","[100001]CNO2","[4]RS","-","[3001]RS33001","0","0","0","96.57","204","197"
"2016-09-27","[100001]CNO2","[4]RS","-","[3001]RS33001","1","0","1","97.87","564","552"
"2016-09-27","[100001]CNO2","[4]RS","-","[3001]RS33001","2","0","2","99.30","2276","2260"
"2016-09-27","[100001]CNO2","[4]RS","-","[3002]RS33002","0","0","0","93.54","263","246"
"2016-09-27","[100001]CNO2","[4]RS","-","[3002]RS33002","1","0","1","99.69","2241","2234"
"2016-09-27","[100001]CNO2","[4]RS","-","[3002]RS33002","2","0","2","99.73","1111","1108"
"2016-09-27","[100001]CNO2","[4]RS","-","[3003]RS33003","0","0","0","99.60","253","252"
"2016-09-27","[100001]CNO2","[4]RS","-","[3003]RS33003","1","0","1","96.98","331","321"
"2016-09-27","[100001]CNO2","[4]RS","-","[3003]RS33003","2","0","2","99.41","339","337"
"2016-09-27","[100001]CNO2","[4]RS","-","[3004]RS33004","0","0","0","96.66","628","607"
"2016-09-27","[100001]CNO2","[4]RS","-","[3004]RS33004","1","0","1","84.30","344","290"
"2016-09-27","[100001]CNO2","[4]RS","-","[3004]RS33004","2","0","2","99.07","648","642"
"2016-09-27","[100001]CNO2","[4]RS","-","[3005]RS33005","0","0","0","98.25","228","224"
"2016-09-27","[100001]CNO2","[4]RS","-","[3005]RS33005","1","0","1","98.12","849","833"
"2016-09-27","[100001]CNO2","[4]RS","-","[3005]RS33005","2","0","2","98.64","221","218"
"2016-09-27","[100001]CNO2","[4]RS","-","[3006]RS33006","0","0","0","95.71","70","67"
"2016-09-27","[100001]CNO2","[4]RS","-","[3006]RS33006","1","0","1","96.39","776","748"
"2016-09-27","[100001]CNO2","[4]RS","-","[3006]RS33006","2","0","2","97.10","966","938"
"2016-09-27","[100001]CNO2","[4]RS","-","[3007]RS33007","0","0","0","98.70","231","228"
"2016-09-27","[100001]CNO2","[4]RS","-","[3007]RS33007","1","0","1","91.41","163","149"
"2016-09-27","[100001]CNO2","[4]RS","-","[3007]RS33007","2","0","2","94.65","374","354"
"2016-09-27","[100001]CNO2","[4]RS","-","[3008]RS33008","0","0","0","99.71","340","339"
"2016-09-27","[100001]CNO2","[4]RS","-","[3008]RS33008","1","0","1","100.00","1248","1248"
"2016-09-27","[100001]CNO2","[4]RS","-","[3008]RS33008","2","0","2","100.00","211","211"
"2016-09-27","[100001]CNO2","[4]RS","-","[3009]RS33009","0","0","0","98.21","224","220"
"2016-09-27","[100001]CNO2","[4]RS","-","[3009]RS33009","1","0","1","96.43","252","243"
"2016-09-27","[100001]CNO2","[4]RS","-","[3009]RS33009","2","0","2","90.72","194","176"
"2016-09-27","[100001]CNO2","[4]RS","-","[3010]RS33033","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[4]RS","-","[3010]RS33033","1","0","1","99.02","613","607"
"2016-09-27","[100001]CNO2","[4]RS","-","[3010]RS33033","2","0","2","99.42","865","860"
"2016-09-27","[100001]CNO2","[4]RS","-","[3011]RS33011","0","0","0","99.79","475","474"
"2016-09-27","[100001]CNO2","[4]RS","-","[3011]RS33011","1","0","1","99.72","351","350"
"2016-09-27","[100001]CNO2","[4]RS","-","[3011]RS33011","2","0","2","99.76","820","818"
"2016-09-27","[100001]CNO2","[4]RS","-","[3012]RS33012","0","0","0","100.00","545","545"
"2016-09-27","[100001]CNO2","[4]RS","-","[3012]RS33012","1","0","1","99.80","489","488"
"2016-09-27","[100001]CNO2","[4]RS","-","[3012]RS33012","2","0","2","99.76","421","420"
"2016-09-27","[100001]CNO2","[4]RS","-","[3013]RS33013","0","0","0","100.00","111","111"
"2016-09-27","[100001]CNO2","[4]RS","-","[3013]RS33013","1","0","1","100.00","105","105"
"2016-09-27","[100001]CNO2","[4]RS","-","[3013]RS33013","2","0","2","99.31","145","144"
"2016-09-27","[100001]CNO2","[4]RS","-","[3014]RS33014","0","0","0","98.96","192","190"
"2016-09-27","[100001]CNO2","[4]RS","-","[3014]RS33014","1","0","1","98.63","73","72"
"2016-09-27","[100001]CNO2","[4]RS","-","[3014]RS33014","2","0","2","99.01","304","301"
"2016-09-27","[100001]CNO2","[4]RS","-","[3015]RS33028","0","0","0","96.53","346","334"
"2016-09-27","[100001]CNO2","[4]RS","-","[3015]RS33028","1","0","1","98.49","331","326"
"2016-09-27","[100001]CNO2","[4]RS","-","[3015]RS33028","2","0","2","97.92","240","235"
"2016-09-27","[100001]CNO2","[4]RS","-","[3016]RS33019","0","0","0","100.00","52","52"
"2016-09-27","[100001]CNO2","[4]RS","-","[3016]RS33019","1","0","1","89.11","753","671"
"2016-09-27","[100001]CNO2","[4]RS","-","[3016]RS33019","2","0","2","100.00","0","0"
"2016-09-27","[100001]CNO2","[4]RS","-","[3021]RS33021","0","0","0","99.46","369","367"
"2016-09-27","[100001]CNO2","[4]RS","-","[3021]RS33021","1","0","1","82.47","291","240"
"2016-09-27","[100001]CNO2","[4]RS","-","[3021]RS33021","2","0","2","97.32","1120","1090"
"2016-09-27","[100001]CNO2","[4]RS","-","[3023]RS33023","0","0","0","100.00","3","3"
"2016-09-27","[100001]CNO2","[4]RS","-","[3023]RS33023","1","0","1","85.92","142","122"
"2016-09-27","[100001]CNO2","[4]RS","-","[3023]RS33023","2","0","2","89.63","270","242"
"2016-09-27","[100001]CNO2","[4]RS","-","[3026]RS33026","0","0","0","98.02","101","99"
"2016-09-27","[100001]CNO2","[4]RS","-","[3026]RS33026","1","0","1","99.25","533","529"
"2016-09-27","[100001]CNO2","[4]RS","-","[3026]RS33026","2","0","2","99.17","483","479"
"2016-09-27","[100001]CNO2","[5]KL","-","[3301]KL58001","0","0","0","99.38","161","160"
"2016-09-27","[100001]CNO2","[5]KL","-","[3301]KL58001","1","0","1","98.08","104","102"
"2016-09-27","[100001]CNO2","[5]KL","-","[3301]KL58001","2","0","2","94.30","193","182"
"2016-09-27","[100001]CNO2","[5]KL","-","[3302]KL58002","0","0","0","100.00","139","139"
"2016-09-27","[100001]CNO2","[5]KL","-","[3302]KL58002","1","0","1","100.00","810","810"
"2016-09-27","[100001]CNO2","[5]KL","-","[3302]KL58002","2","0","2","100.00","673","673"
"2016-09-27","[100001]CNO2","[5]KL","-","[3303]KL58003","0","0","0","100.00","266","266"
"2016-09-27","[100001]CNO2","[5]KL","-","[3303]KL58003","1","0","1","100.00","1221","1221"
"2016-09-27","[100001]CNO2","[5]KL","-","[3303]KL58003","2","0","2","100.00","485","485"
"2016-09-27","[100001]CNO2","[5]KL","-","[3304]KL58004","0","0","0","100.00","83","83"
"2016-09-27","[100001]CNO2","[5]KL","-","[3304]KL58004","1","0","1","99.45","542","539"
"2016-09-27","[100001]CNO2","[5]KL","-","[3304]KL58004","2","0","2","96.83","537","520"
"2016-09-27","[100001]CNO2","[5]KL","-","[3306]KL58006","0","0","0","100.00","348","348"
"2016-09-27","[100001]CNO2","[5]KL","-","[3306]KL58006","1","0","1","100.00","109","109"
"2016-09-27","[100001]CNO2","[5]KL","-","[3306]KL58006","2","0","2","100.00","251","251"
"2016-09-27","[100001]CNO2","[5]KL","-","[3307]KL58007","0","0","0","100.00","506","506"
"2016-09-27","[100001]CNO2","[5]KL","-","[3307]KL58007","1","0","1","100.00","800","800"
"2016-09-27","[100001]CNO2","[5]KL","-","[3307]KL58007","2","0","2","100.00","363","363"
"2016-09-27","[100001]CNO2","[5]KL","-","[3308]KL58008","0","0","0","97.48","159","155"
"2016-09-27","[100001]CNO2","[5]KL","-","[3308]KL58008","1","0","1","97.03","236","229"
"2016-09-27","[100001]CNO2","[5]KL","-","[3308]KL58008","2","0","2","97.22","1079","1049"
"2016-09-27","[100001]CNO2","[5]KL","-","[3309]KL58009","0","0","0","100.00","215","215"
"2016-09-27","[100001]CNO2","[5]KL","-","[3309]KL58009","1","0","1","100.00","817","817"
"2016-09-27","[100001]CNO2","[5]KL","-","[3309]KL58009","2","0","2","100.00","200","200"
"2016-09-27","[100001]CNO2","[5]KL","-","[3311]KL58011","0","0","0","94.25","261","246"
"2016-09-27","[100001]CNO2","[5]KL","-","[3311]KL58011","1","0","1","98.89","90","89"
"2016-09-27","[100001]CNO2","[5]KL","-","[3311]KL58011","2","0","2","99.62","532","530"
"2016-09-27","[100001]CNO2","[5]KL","-","[3312]KL58012","0","0","0","99.74","387","386"
"2016-09-27","[100001]CNO2","[5]KL","-","[3312]KL58012","1","0","1","99.68","313","312"
"2016-09-27","[100001]CNO2","[5]KL","-","[3312]KL58012","2","0","2","97.83","692","677"
"2016-09-27","[100001]CNO2","[5]KL","-","[3313]KL58013","0","0","0","97.97","492","482"
"2016-09-27","[100001]CNO2","[5]KL","-","[3313]KL58013","1","0","1","96.49","485","468"
"2016-09-27","[100001]CNO2","[5]KL","-","[3313]KL58013","2","0","2","98.49","265","261"
"2016-09-27","[100001]CNO2","[5]KL","-","[3314]KL58098","0","0","0","98.75","321","317"
"2016-09-27","[100001]CNO2","[5]KL","-","[3314]KL58098","1","0","1","80.73","602","486"
"2016-09-27","[100001]CNO2","[5]KL","-","[3314]KL58098","2","0","2","95.83","192","184"
"2016-09-27","[100001]CNO2","[5]KL","-","[3315]KL58015","0","0","0","99.60","756","753"
"2016-09-27","[100001]CNO2","[5]KL","-","[3315]KL58015","1","0","1","100.00","336","336"
"2016-09-27","[100001]CNO2","[5]KL","-","[3315]KL58015","2","0","2","99.63","801","798"
"2016-09-27","[100001]CNO2","[5]KL","-","[3316]KL58037","0","0","0","99.19","123","122"
"2016-09-27","[100001]CNO2","[5]KL","-","[3316]KL58037","1","0","1","100.00","0","0"
"2016-09-27","[100001]CNO2","[5]KL","-","[3316]KL58037","2","0","2","94.39","588","555"
"2016-09-27","[100001]CNO2","[5]KL","-","[3318]KL58018","0","0","0","91.79","329","302"
"2016-09-27","[100001]CNO2","[5]KL","-","[3318]KL58018","1","0","1","97.93","290","284"
"2016-09-27","[100001]CNO2","[5]KL","-","[3318]KL58018","2","0","2","98.67","905","893"
"2016-09-27","[100001]CNO2","[5]KL","-","[3320]KL58020","0","0","0","98.97","97","96"
"2016-09-27","[100001]CNO2","[5]KL","-","[3320]KL58020","1","0","1","98.55","691","681"
"2016-09-27","[100001]CNO2","[5]KL","-","[3320]KL58020","2","0","2","100.00","0","0"
"2016-09-27","[100001]CNO2","[5]KL","-","[3324]KL58024","0","0","0","98.33","956","940"
"2016-09-27","[100001]CNO2","[5]KL","-","[3324]KL58024","1","0","1","76.79","112","86"
"2016-09-27","[100001]CNO2","[5]KL","-","[3329]KL58029","0","0","0","100.00","777","777"
"2016-09-27","[100001]CNO2","[5]KL","-","[3329]KL58029","1","0","1","100.00","237","237"
"2016-09-27","[100001]CNO2","[5]KL","-","[3329]KL58029","2","0","2","100.00","211","211"
"2016-09-27","[100001]CNO2","[5]KL","-","[3331]KL58031","0","0","0","93.92","411","386"
"2016-09-27","[100001]CNO2","[5]KL","-","[3331]KL58031","1","0","1","90.93","397","361"
"2016-09-27","[100001]CNO2","[5]KL","-","[3331]KL58031","2","0","2","99.53","211","210"
"2016-09-27","[100001]CNO2","[5]KL","-","[3338]KL58038","0","0","0","100.00","1461","1461"
"2016-09-27","[100001]CNO2","[5]KL","-","[3338]KL58038","1","0","1","100.00","260","260"
"2016-09-27","[100001]CNO2","[5]KL","-","[3338]KL58038","2","0","2","100.00","664","664"
"2016-09-27","[100001]CNO2","[5]KL","-","[3339]KL58039","0","0","0","97.44","1444","1407"
"2016-09-27","[100001]CNO2","[5]KL","-","[3339]KL58039","1","0","1","99.84","623","622"
"2016-09-27","[100001]CNO2","[5]KL","-","[3339]KL58039","2","0","2","99.32","591","587"
"2016-09-27","[100001]CNO2","[5]KL","-","[3343]KL58043","0","0","0","85.25","61","52"
"2016-09-27","[100001]CNO2","[5]KL","-","[3343]KL58043","1","0","1","100.00","0","0"
"2016-09-27","[100001]CNO2","[5]KL","-","[3343]KL58043","2","0","2","98.21","168","165"
"2016-09-27","[100001]CNO2","[5]KL","-","[3359]KL58059","0","0","0","99.17","726","720"
"2016-09-27","[100001]CNO2","[5]KL","-","[3359]KL58059","1","0","1","99.75","400","399"
"2016-09-27","[100001]CNO2","[5]KL","-","[3359]KL58059","2","0","2","99.84","641","640"
"2016-09-27","[100001]CNO2","[5]KL","-","[3375]KL58075","0","0","0","100.00","478","478"
"2016-09-27","[100001]CNO2","[5]KL","-","[3375]KL58075","1","0","1","100.00","585","585"
"2016-09-27","[100001]CNO2","[5]KL","-","[3375]KL58075","2","0","2","100.00","10","10"
"2016-09-27","[100001]CNO2","[5]KL","-","[3389]KL58089","0","0","0","100.00","0","0"
"2016-09-27","[100001]CNO2","[5]KL","-","[3389]KL58089","1","0","1","99.21","889","882"
