"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover Success Rate (%)-N  ","Number  of Attempted handover","Number  of Successful handover"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6049]DH17290","0","0","0","100.000","16","16"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6049]DH17290","1","0","1","100.000","52","52"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6049]DH17290","2","0","2","100.000","11","11"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6050]DH17200","0","0","0","100.000","117","117"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6050]DH17200","1","0","1","100.000","105","105"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6050]DH17200","2","0","2","100.000","28","28"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6051]DH17116","0","0","0","100.000","0","0"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6051]DH17116","1","0","1","100.000","112","112"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6051]DH17116","2","0","2","100.000","139","139"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6052]DH17294","0","0","0","100.000","256","256"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6052]DH17294","1","0","1","100.000","241","241"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6052]DH17294","2","0","2","100.000","147","147"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6053]DH17019","0","0","0","100.000","27","27"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6053]DH17019","1","0","1","100.000","16","16"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6053]DH17019","2","0","2","100.000","18","18"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6054]DH17303","0","0","0","99.931","1458","1457"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6054]DH17303","1","0","1","100.000","37","37"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6054]DH17303","2","0","2","100.000","1617","1617"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6055]DH17311","0","0","0","100.000","15","15"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6055]DH17311","1","0","1","100.000","0","0"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[6055]DH17311","2","0","2","100.000","29","29"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7001]DH17209","0","0","0","100.000","15","15"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7001]DH17209","1","0","1","100.000","2","2"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7001]DH17209","2","0","2","100.000","1","1"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7002]DH17235","0","0","0","100.000","4","4"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7002]DH17235","1","0","1","100.000","3","3"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7002]DH17235","2","0","2","100.000","19","19"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7003]DH17377","0","0","0","100.000","45","45"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7003]DH17377","1","0","1","100.000","15","15"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7003]DH17377","2","0","2","100.000","36","36"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7004]DH17386","0","0","0","86.667","30","26"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7004]DH17386","1","0","1","100.000","19","19"
"2016-09-27","[100000]CNO2","[2]DHAKA-BBUC","-","[7004]DH17386","2","0","2","75.000","4","3"
"2016-09-27","[100000]CNO2","[6]PICO-Solution","[2]PICO-DHAKA","[0]PI99001_Silver_15th_Floor","-","0","-","100.000","0","0"
"2016-09-27","[100000]CNO2","[6]PICO-Solution","[2]PICO-DHAKA","[3]PI99003_Motijheel Plaza","-","0","-","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2048]DH17036","0","0","0","100.000","44","44"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2048]DH17036","1","0","1","100.000","10","10"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2048]DH17036","2","0","2","98.889","90","89"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2051]DH17002","0","0","0","100.000","18","18"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2051]DH17002","1","0","1","100.000","45","45"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2051]DH17002","2","0","2","83.333","30","25"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2063]DH17052","0","0","0","100.000","9","9"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2063]DH17052","1","0","1","100.000","16","16"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2063]DH17052","2","0","2","99.138","348","345"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2064]DH17077","0","0","0","100.000","187","187"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2064]DH17077","1","0","1","100.000","159","159"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2064]DH17077","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2065]DH17090","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2065]DH17090","1","0","1","91.667","12","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2065]DH17090","2","0","2","77.273","44","34"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2071]DH17049","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2071]DH17049","1","0","1","100.000","55","55"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2071]DH17049","2","0","2","88.462","130","115"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2075]DH17082","0","0","0","100.000","10","10"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2075]DH17082","1","0","1","100.000","29","29"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2075]DH17082","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2078]DH17085","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2078]DH17085","1","0","1","100.000","15","15"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2078]DH17085","2","0","2","79.412","68","54"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2080]DH17070","0","0","0","100.000","24","24"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2080]DH17070","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2080]DH17070","2","0","2","97.849","186","182"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2084]DH17045","0","0","0","91.667","12","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2084]DH17045","1","0","1","97.561","41","40"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2084]DH17045","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2085]DH17046","0","0","0","100.000","7","7"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2085]DH17046","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2085]DH17046","2","0","2","100.000","4","4"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2086]DH17044","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2086]DH17044","1","0","1","100.000","6","6"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2086]DH17044","2","0","2","100.000","3","3"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2087]DH17081","0","0","0","98.000","50","49"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2087]DH17081","1","0","1","100.000","46","46"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2087]DH17081","2","0","2","100.000","89","89"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2088]DH17001","0","0","0","100.000","43","43"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2088]DH17001","1","0","1","100.000","450","450"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2088]DH17001","2","0","2","100.000","459","459"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2089]DH17003","0","0","0","100.000","134","134"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2089]DH17003","1","0","1","100.000","47","47"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2089]DH17003","2","0","2","100.000","31","31"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2090]DH17004","0","0","0","100.000","17","17"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2090]DH17004","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2090]DH17004","2","0","2","100.000","24","24"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2091]DH17008","0","0","0","99.315","146","145"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2091]DH17008","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2091]DH17008","2","0","2","100.000","13","13"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2093]DH17012","0","0","0","100.000","326","326"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2093]DH17012","1","0","1","100.000","220","220"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2093]DH17012","2","0","2","100.000","226","226"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2094]DH17013","0","0","0","98.148","54","53"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2094]DH17013","1","0","1","98.765","81","80"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2094]DH17013","2","0","2","100.000","20","20"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2095]DH17014","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2095]DH17014","1","0","1","99.115","113","112"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2095]DH17014","2","0","2","98.438","128","126"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2097]DH17016","0","0","0","100.000","41","41"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2097]DH17016","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2097]DH17016","2","0","2","100.000","12","12"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2098]DH17017","1","0","1","100.000","32","32"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2098]DH17017","2","0","2","100.000","35","35"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2099]DH17018","0","0","0","100.000","51","51"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2099]DH17018","1","0","1","100.000","12","12"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2099]DH17018","2","0","2","88.333","60","53"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2102]DH17024","0","0","0","100.000","196","196"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2102]DH17024","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2102]DH17024","2","0","2","77.515","169","131"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2103]DH17025","0","0","0","100.000","171","171"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2103]DH17025","1","0","1","100.000","106","106"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2103]DH17025","2","0","2","100.000","113","113"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2104]DH17026","0","0","0","98.148","108","106"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2104]DH17026","1","0","1","99.167","120","119"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2104]DH17026","2","0","2","89.655","29","26"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2105]DH17028","0","0","0","100.000","5","5"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2105]DH17028","1","0","1","100.000","2","2"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2105]DH17028","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2106]DH17031","0","0","0","100.000","149","149"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2106]DH17031","1","0","1","100.000","266","266"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2106]DH17031","2","0","2","100.000","22","22"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2107]DH17034","0","0","0","95.954","173","166"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2107]DH17034","1","0","1","99.495","198","197"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2107]DH17034","2","0","2","100.000","105","105"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2108]DH17035","0","0","0","98.485","132","130"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2108]DH17035","1","0","1","99.333","300","298"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2108]DH17035","2","0","2","90.323","31","28"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2109]DH17063","0","0","0","97.561","41","40"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2109]DH17063","1","0","1","100.000","13","13"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2109]DH17063","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2110]DH17219","0","0","0","100.000","11","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2110]DH17219","1","0","1","95.000","20","19"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2110]DH17219","2","0","2","98.361","61","60"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2111]DH17040","0","0","0","100.000","3","3"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2111]DH17040","1","0","1","100.000","58","58"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2111]DH17040","2","0","2","100.000","34","34"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2112]DH17216","0","0","0","100.000","141","141"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2112]DH17216","1","0","1","100.000","299","299"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2112]DH17216","2","0","2","100.000","248","248"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2113]DH17039","0","0","0","97.222","36","35"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2113]DH17039","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2113]DH17039","2","0","2","100.000","62","62"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2114]DH17042","0","0","0","96.296","27","26"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2114]DH17042","1","0","1","99.476","191","190"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2114]DH17042","2","0","2","97.826","46","45"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2115]DH17056","0","0","0","96.491","57","55"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2115]DH17056","1","0","1","97.561","41","40"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2115]DH17056","2","0","2","100.000","77","77"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2118]DH17285","0","0","0","99.273","275","273"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2118]DH17285","1","0","1","94.397","232","219"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2118]DH17285","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2119]DH17041","0","0","0","100.000","18","18"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2119]DH17041","1","0","1","100.000","11","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2119]DH17041","2","0","2","97.917","48","47"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2124]DH17092","0","0","0","100.000","13","13"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2124]DH17092","1","0","1","100.000","2","2"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2124]DH17092","2","0","2","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2126]DH17094","0","0","0","100.000","11","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2126]DH17094","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2126]DH17094","2","0","2","100.000","42","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","0","0","0","100.000","42","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","1","0","1","96.429","56","54"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","2","0","2","100.000","21","21"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","0","0","0","100.000","14","14"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","1","0","1","100.000","26","26"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","2","0","2","100.000","16","16"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2130]DH17183","1","0","1","100.000","11","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2130]DH17183","2","0","2","66.667","3","2"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","0","0","0","100.000","70","70"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","1","0","1","100.000","10","10"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","2","0","2","97.368","152","148"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","0","0","0","100.000","214","214"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","1","0","1","98.225","169","166"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","2","0","2","88.333","120","106"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","0","0","0","100.000","5","5"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","2","0","2","98.276","58","57"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","0","0","0","100.000","42","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","1","0","1","100.000","69","69"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","2","0","2","98.319","119","117"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","0","0","0","96.667","60","58"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","1","0","1","96.774","31","30"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","2","0","2","100.000","31","31"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","0","0","0","0.000","411","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","1","0","1","97.959","49","48"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","2","0","2","0.000","258","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","0","0","0","100.000","8","8"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","1","0","1","97.297","74","72"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","2","0","2","100.000","57","57"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","0","0","0","99.543","219","218"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","1","0","1","97.857","140","137"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","2","0","2","100.000","24","24"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","0","0","0","96.825","126","122"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","1","0","1","100.000","33","33"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","2","0","2","100.000","42","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","0","0","0","98.293","410","403"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","1","0","1","100.000","70","70"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","2","0","2","99.315","146","145"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","0","0","0","90.000","70","63"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","2","0","2","100.000","40","40"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","0","0","0","93.750","16","15"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","2","0","2","100.000","42","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","0","0","0","94.737","19","18"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","1","0","1","96.594","323","312"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","2","0","2","100.000","19","19"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","0","0","0","96.875","32","31"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","1","0","1","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","2","0","2","100.000","28","28"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","1","0","1","99.048","105","104"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","2","0","2","99.465","187","186"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","0","0","0","98.760","484","478"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","1","0","1","100.000","248","248"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","2","0","2","76.471","17","13"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","0","0","0","100.000","158","158"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","1","0","1","96.842","95","92"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","2","0","2","100.000","100","100"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","0","0","0","96.429","28","27"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","1","0","1","100.000","30","30"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","2","0","2","97.727","44","43"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","0","0","0","100.000","8","8"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","1","0","1","90.591","372","337"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","2","0","2","70.370","27","19"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","0","0","0","100.000","32","32"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","1","0","1","100.000","60","60"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","2","0","2","95.455","44","42"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","0","0","0","100.000","28","28"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","1","0","1","93.750","16","15"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","2","0","2","95.652","115","110"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2172]DH17260","0","0","0","94.118","17","16"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2172]DH17260","2","0","2","70.370","27","19"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","0","0","0","100.000","37","37"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","1","0","1","100.000","13","13"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","2","0","2","87.500","24","21"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2174]DH17264","1","0","1","100.000","144","144"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2174]DH17264","2","0","2","17.276","793","137"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","0","0","0","100.000","11","11"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","1","0","1","100.000","33","33"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","2","0","2","100.000","4","4"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","0","0","0","100.000","99","99"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","1","0","1","98.901","91","90"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","2","0","2","97.468","79","77"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2186]DH17102","0","0","0","100.000","0","0"
"2016-09-28","[100000]CNO2","[1]DHAKA-BBUB","-","[2186]DH17102","1","0","1","100.000","2","2"
